tconst	type_id
tt0047478	g8
tt0047573	g15
tt0047573	g16
tt0047573	g17
tt0047630	g2
tt0047673	g12
tt0047878	g10
tt0047898	g11
tt0047898	g15
tt0047977	g18
tt0048028	g8
tt0048034	g8
tt0048140	g12
tt0048215	g15
tt0048254	g10
tt0048280	g3
tt0048280	g4
tt0048280	g5
tt0048280	g12
tt0048280	g14
tt0048316	g14
tt0048342	g18
tt0048347	g8
tt0048356	g8
tt0048356	g14
tt0048380	g5
tt0048380	g8
tt0048380	g17
tt0048473	g8
tt0048491	g8
tt0048545	g8
tt0048696	g11
tt0048696	g15
tt0048728	g5
tt0048728	g14
tt0048728	g16
tt0048750	g13
tt0048750	g16
tt0048960	g2
tt0048960	g5
tt0048977	g8
tt0048977	g16
tt0049169	g15
tt0049189	g8
tt0049223	g15
tt0049261	g8
tt0049279	g2
tt0049279	g17
tt0049366	g11
tt0049366	g15
tt0049370	g15
tt0049406	g6
tt0049406	g10
tt0049408	g12
tt0049470	g16
tt0049516	g15
tt0049521	g8
tt0049730	g18
tt0049967	g15
tt0050083	g8
tt0050095	g11
tt0050095	g15
tt0050105	g14
tt0050212	g8
tt0050212	g17
tt0050280	g11
tt0050292	g11
tt0050371	g8
tt0050419	g5
tt0050419	g12
tt0050558	g7
tt0050598	g5
tt0050598	g8
tt0050610	g15
tt0050658	g5
tt0050658	g14
tt0050738	g5
tt0050783	g8
tt0050798	g4
tt0050798	g8
tt0050814	g5
tt0050815	g5
tt0050815	g12
tt0050815	g14
tt0050825	g8
tt0050825	g17
tt0050873	g15
tt0050873	g16
tt0050976	g8
tt0051207	g8
tt0051207	g10
tt0051207	g16
tt0051337	g1
tt0051337	g2
tt0051337	g9
tt0051383	g5
tt0051383	g8
tt0051406	g5
tt0051406	g14
tt0051411	g14
tt0051411	g18
tt0051418	g11
tt0051418	g15
tt0051459	g8
tt0051622	g11
tt0051622	g15
tt0051658	g12
tt0051744	g11
tt0051818	g8
tt0051818	g12
tt0051852	g8
tt0051980	g8
tt0051994	g1
tt0051994	g8
tt0052027	g2
tt0052027	g8
tt0052077	g11
tt0052077	g15
tt0052126	g5
tt0052126	g8
tt0052151	g17
tt0052225	g12
tt0052225	g14
tt0052225	g17
tt0052287	g18
tt0052311	g6
tt0052311	g10
tt0052311	g16
tt0052357	g13
tt0052357	g16
tt0052561	g8
tt0052561	g13
tt0052572	g8
tt0052602	g11
tt0052607	g5
tt0052618	g1
tt0052618	g2
tt0052618	g8
tt0052646	g11
tt0052646	g15
tt0052722	g2
tt0052722	g4
tt0052722	g9
tt0052846	g11
tt0052846	g15
tt0052888	g11
tt0052888	g15
tt0052969	g11
tt0052969	g15
tt0053085	g11
tt0053125	g8
tt0053125	g16
tt0053137	g8
tt0053183	g17
tt0053198	g8
tt0053219	g11
tt0053219	g15
tt0053226	g8
tt0053271	g4
tt0053271	g5
tt0053285	g3
tt0053285	g4
tt0053285	g12
tt0053291	g5
tt0053291	g6
tt0053318	g8
tt0053363	g11
tt0053459	g11
tt0053604	g5
tt0053604	g8
tt0053719	g11
tt0053726	g8
tt0053848	g12
tt0053946	g8
tt0053994	g4
tt0053994	g8
tt0054033	g5
tt0054033	g11
tt0054067	g11
tt0054167	g8
tt0054167	g11
tt0054167	g16
tt0054189	g6
tt0054189	g16
tt0054195	g4
tt0054195	g5
tt0054195	g8
tt0054215	g11
tt0054215	g16
tt0054331	g8
tt0054357	g2
tt0054357	g4
tt0054443	g11
tt0054443	g15
tt0054443	g16
tt0054594	g4
tt0054594	g5
tt0054594	g9
tt0054649	g4
tt0054649	g9
tt0054649	g12
tt0054692	g5
tt0054692	g12
tt0054698	g8
tt0054698	g14
tt0054749	g8
tt0054749	g17
tt0054953	g1
tt0054953	g8
tt0054953	g17
tt0054997	g8
tt0055018	g16
tt0055024	g8
tt0055032	g8
tt0055230	g8
tt0055254	g3
tt0055254	g4
tt0055277	g4
tt0055277	g8
tt0055304	g11
tt0055353	g8
tt0055471	g8
tt0055608	g2
tt0055608	g15
tt0055614	g12
tt0055614	g14
tt0055630	g5
tt0055630	g8
tt0055630	g18
tt0055824	g10
tt0055824	g16
tt0055830	g11
tt0055830	g16
tt0055850	g8
tt0055852	g8
tt0055928	g1
tt0056048	g12
tt0056095	g2
tt0056095	g4
tt0056142	g1
tt0056142	g15
tt0056172	g2
tt0056172	g17
tt0056173	g2
tt0056173	g4
tt0056193	g8
tt0056195	g8
tt0056195	g18
tt0056197	g1
tt0056197	g8
tt0056197	g17
tt0056218	g10
tt0056218	g16
tt0056443	g1
tt0056443	g2
tt0056552	g11
tt0056592	g8
tt0056687	g8
tt0056687	g16
tt0056801	g8
tt0056860	g5
tt0056869	g11
tt0056875	g11
tt0056923	g5
tt0056923	g13
tt0056923	g14
tt0056923	g16
tt0056931	g11
tt0056931	g15
tt0056931	g16
tt0057012	g15
tt0057012	g17
tt0057058	g8
tt0057076	g1
tt0057115	g2
tt0057115	g17
tt0057129	g11
tt0057129	g16
tt0057163	g8
tt0057163	g18
tt0057180	g2
tt0057180	g4
tt0057187	g5
tt0057261	g2
tt0057261	g8
tt0057261	g16
tt0057344	g6
tt0057345	g8
tt0057372	g5
tt0057449	g5
tt0057449	g11
tt0057518	g4
tt0057518	g5
tt0057546	g3
tt0057546	g4
tt0057590	g5
tt0057603	g11
tt0057710	g8
tt0057887	g5
tt0058150	g1
tt0058175	g8
tt0058182	g5
tt0058182	g12
tt0058329	g16
tt0058331	g4
tt0058331	g5
tt0058331	g12
tt0058333	g11
tt0058385	g12
tt0058385	g14
tt0058440	g5
tt0058450	g8
tt0058450	g12
tt0058461	g1
tt0058461	g18
tt0058534	g12
tt0058576	g16
tt0058604	g8
tt0058625	g8
tt0058694	g11
tt0058898	g15
tt0058985	g8
tt0059017	g5
tt0059017	g18
tt0059044	g11
tt0059113	g8
tt0059113	g14
tt0059113	g17
tt0059170	g1
tt0059170	g5
tt0059170	g8
tt0059243	g5
tt0059243	g12
tt0059260	g5
tt0059260	g12
tt0059287	g5
tt0059297	g16
tt0059319	g16
tt0059575	g8
tt0059578	g18
tt0059643	g8
tt0059646	g16
tt0059674	g8
tt0059674	g14
tt0059742	g12
tt0059793	g4
tt0059793	g5
tt0059793	g13
tt0059800	g1
tt0059821	g11
tt0060095	g18
tt0060176	g8
tt0060176	g13
tt0060196	g1
tt0060196	g18
tt0060304	g8
tt0060371	g7
tt0060397	g2
tt0060397	g15
tt0060463	g5
tt0060463	g14
tt0060665	g8
tt0060749	g11
tt0061107	g16
tt0061138	g8
tt0061138	g14
tt0061184	g8
tt0061385	g5
tt0061395	g8
tt0061407	g5
tt0061418	g6
tt0061418	g8
tt0061495	g8
tt0061512	g5
tt0061512	g8
tt0061578	g1
tt0061578	g17
tt0061584	g2
tt0061584	g12
tt0061619	g18
tt0061715	g4
tt0061722	g8
tt0061722	g14
tt0061735	g5
tt0061735	g8
tt0061747	g18
tt0061749	g5
tt0061749	g12
tt0061765	g5
tt0061789	g5
tt0061789	g17
tt0061801	g5
tt0061801	g8
tt0061811	g8
tt0061811	g13
tt0061852	g3
tt0061852	g4
tt0061852	g5
tt0061852	g12
tt0062168	g15
tt0062218	g18
tt0062281	g5
tt0062376	g8
tt0062622	g8
tt0062622	g13
tt0062622	g15
tt0062622	g16
tt0062711	g2
tt0062711	g15
tt0062737	g4
tt0062737	g5
tt0062793	g2
tt0062793	g4
tt0062824	g6
tt0062885	g11
tt0062886	g17
tt0062952	g8
tt0063056	g8
tt0063056	g17
tt0063185	g8
tt0063350	g11
tt0063350	g15
tt0063374	g5
tt0063385	g12
tt0063442	g1
tt0063442	g15
tt0063462	g5
tt0063462	g12
tt0063518	g8
tt0063518	g14
tt0063522	g11
tt0063522	g16
tt0063688	g6
tt0063688	g8
tt0063688	g16
tt0063715	g11
tt0063819	g3
tt0063819	g4
tt0063823	g3
tt0063823	g12
tt0063850	g8
tt0064006	g8
tt0064110	g1
tt0064110	g17
tt0064115	g1
tt0064115	g5
tt0064115	g18
tt0064116	g18
tt0064180	g8
tt0064276	g2
tt0064276	g8
tt0064363	g5
tt0064603	g4
tt0064603	g5
tt0064615	g18
tt0064665	g8
tt0064757	g1
tt0064904	g11
tt0065063	g5
tt0065088	g8
tt0065112	g16
tt0065126	g2
tt0065126	g18
tt0065206	g6
tt0065206	g16
tt0065214	g18
tt0065377	g8
tt0065421	g3
tt0065421	g4
tt0065436	g8
tt0065462	g1
tt0065462	g15
tt0065566	g4
tt0065566	g5
tt0065571	g8
tt0065724	g8
tt0065938	g1
tt0065938	g5
tt0065938	g17
tt0065988	g5
tt0065988	g8
tt0065988	g18
tt0066141	g6
tt0066141	g16
tt0066206	g8
tt0066206	g17
tt0066380	g11
tt0066392	g5
tt0066392	g6
tt0066473	g17
tt0066495	g5
tt0066728	g4
tt0066728	g5
tt0066765	g5
tt0066808	g5
tt0066808	g17
tt0066811	g4
tt0066811	g5
tt0066817	g2
tt0066817	g4
tt0066817	g12
tt0066856	g8
tt0066892	g8
tt0066921	g15
tt0067065	g1
tt0067065	g15
tt0067116	g1
tt0067116	g6
tt0067116	g8
tt0067116	g16
tt0067128	g16
tt0067185	g5
tt0067309	g8
tt0067309	g13
tt0067328	g8
tt0067411	g8
tt0067411	g18
tt0067433	g1
tt0067525	g15
tt0067527	g7
tt0067656	g11
tt0067698	g8
tt0067741	g1
tt0067741	g6
tt0067848	g5
tt0067848	g14
tt0067959	g8
tt0067992	g2
tt0067992	g4
tt0067992	g5
tt0067992	g9
tt0068011	g18
tt0068230	g11
tt0068323	g18
tt0068327	g12
tt0068327	g17
tt0068334	g8
tt0068408	g1
tt0068408	g15
tt0068473	g2
tt0068473	g16
tt0068528	g8
tt0068555	g5
tt0068611	g16
tt0068646	g1
tt0068646	g6
tt0068646	g8
tt0068659	g8
tt0068699	g18
tt0068713	g11
tt0068762	g18
tt0068805	g6
tt0068805	g8
tt0068863	g11
tt0068990	g2
tt0069029	g11
tt0069089	g5
tt0069113	g1
tt0069113	g2
tt0069198	g5
tt0069257	g1
tt0069257	g6
tt0069293	g8
tt0069293	g15
tt0069704	g5
tt0069704	g8
tt0069754	g11
tt0069762	g6
tt0069762	g8
tt0069768	g1
tt0069768	g15
tt0069920	g11
tt0069966	g1
tt0069966	g6
tt0069994	g11
tt0070016	g3
tt0070016	g4
tt0070047	g11
tt0070130	g8
tt0070290	g5
tt0070290	g8
tt0070328	g1
tt0070334	g6
tt0070355	g18
tt0070481	g5
tt0070481	g8
tt0070481	g18
tt0070506	g8
tt0070509	g8
tt0070511	g8
tt0070544	g3
tt0070544	g15
tt0070608	g3
tt0070608	g4
tt0070666	g6
tt0070666	g8
tt0070679	g1
tt0070679	g6
tt0070707	g5
tt0070707	g15
tt0070723	g15
tt0070723	g16
tt0070735	g5
tt0070735	g6
tt0070820	g8
tt0070903	g8
tt0070909	g1
tt0070909	g15
tt0070909	g16
tt0070909	g18
tt0071110	g8
tt0071206	g2
tt0071206	g4
tt0071230	g5
tt0071230	g18
tt0071233	g11
tt0071288	g5
tt0071288	g18
tt0071315	g10
tt0071315	g13
tt0071315	g16
tt0071360	g8
tt0071360	g13
tt0071402	g1
tt0071402	g8
tt0071411	g2
tt0071411	g8
tt0071455	g1
tt0071562	g1
tt0071562	g6
tt0071562	g8
tt0071569	g1
tt0071569	g2
tt0071607	g2
tt0071607	g4
tt0071607	g5
tt0071650	g11
tt0071772	g5
tt0071807	g1
tt0071853	g5
tt0071910	g8
tt0071935	g16
tt0072081	g5
tt0072226	g8
tt0072251	g1
tt0072271	g11
tt0072288	g1
tt0072308	g1
tt0072308	g8
tt0072362	g8
tt0072431	g5
tt0072431	g11
tt0072443	g8
tt0072653	g4
tt0072653	g5
tt0072653	g18
tt0072684	g8
tt0072742	g7
tt0072890	g5
tt0072890	g6
tt0072890	g8
tt0072951	g2
tt0072951	g4
tt0072951	g9
tt0073195	g1
tt0073195	g11
tt0073312	g5
tt0073327	g11
tt0073341	g2
tt0073440	g8
tt0073440	g12
tt0073486	g8
tt0073540	g8
tt0073540	g13
tt0073629	g5
tt0073629	g11
tt0073629	g12
tt0073629	g15
tt0073692	g5
tt0073692	g14
tt0073747	g15
tt0073747	g16
tt0073778	g6
tt0073802	g16
tt0073812	g8
tt0073812	g12
tt0073817	g5
tt0073817	g8
tt0073902	g8
tt0074102	g8
tt0074156	g1
tt0074156	g16
tt0074235	g8
tt0074258	g11
tt0074285	g11
tt0074455	g11
tt0074486	g8
tt0074486	g11
tt0074512	g5
tt0074512	g16
tt0074695	g17
tt0074718	g5
tt0074751	g1
tt0074751	g2
tt0074751	g11
tt0074812	g1
tt0074812	g2
tt0074812	g15
tt0074860	g16
tt0074958	g5
tt0074958	g8
tt0075005	g11
tt0075029	g18
tt0075040	g5
tt0075040	g8
tt0075148	g1
tt0075148	g8
tt0075169	g8
tt0075200	g4
tt0075200	g5
tt0075232	g2
tt0075232	g12
tt0075232	g14
tt0075314	g8
tt0075314	g16
tt0075406	g8
tt0075648	g8
tt0075686	g5
tt0075686	g14
tt0075704	g11
tt0075807	g2
tt0075807	g4
tt0075807	g5
tt0075860	g8
tt0075860	g15
tt0076009	g11
tt0076044	g2
tt0076044	g4
tt0076054	g4
tt0076054	g5
tt0076095	g5
tt0076095	g14
tt0076123	g5
tt0076137	g2
tt0076137	g4
tt0076137	g5
tt0076150	g11
tt0076164	g2
tt0076164	g15
tt0076257	g5
tt0076538	g2
tt0076538	g3
tt0076538	g4
tt0076538	g12
tt0076618	g3
tt0076618	g4
tt0076636	g8
tt0076636	g16
tt0076716	g1
tt0076716	g2
tt0076752	g1
tt0076759	g1
tt0076759	g2
tt0076759	g9
tt0076759	g15
tt0077132	g8
tt0077189	g1
tt0077248	g6
tt0077248	g8
tt0077269	g16
tt0077280	g8
tt0077305	g4
tt0077305	g5
tt0077305	g15
tt0077355	g16
tt0077362	g8
tt0077362	g17
tt0077394	g11
tt0077405	g8
tt0077416	g8
tt0077416	g17
tt0077530	g13
tt0077530	g16
tt0077572	g1
tt0077572	g17
tt0077588	g11
tt0077631	g5
tt0077631	g12
tt0077631	g14
tt0077651	g11
tt0077663	g5
tt0077698	g5
tt0077698	g18
tt0077711	g8
tt0077742	g8
tt0077766	g1
tt0077766	g11
tt0077869	g2
tt0077869	g3
tt0077869	g4
tt0077869	g15
tt0077928	g8
tt0077975	g5
tt0078087	g11
tt0078087	g15
tt0078158	g4
tt0078158	g15
tt0078346	g1
tt0078346	g2
tt0078346	g15
tt0078412	g5
tt0078446	g5
tt0078480	g3
tt0078480	g4
tt0078480	g8
tt0078480	g9
tt0078718	g8
tt0078718	g16
tt0078740	g8
tt0078748	g1
tt0078748	g11
tt0078748	g15
tt0078748	g16
tt0078754	g12
tt0078767	g11
tt0078788	g8
tt0078788	g17
tt0078790	g4
tt0078790	g5
tt0078790	g18
tt0078841	g5
tt0078856	g2
tt0078869	g15
tt0078875	g8
tt0078902	g8
tt0078950	g8
tt0079239	g8
tt0079257	g5
tt0079367	g5
tt0079417	g8
tt0079470	g5
tt0079501	g1
tt0079501	g15
tt0079522	g5
tt0079522	g8
tt0079522	g14
tt0079540	g5
tt0079550	g15
tt0079574	g1
tt0079574	g14
tt0079574	g15
tt0079588	g4
tt0079588	g5
tt0079640	g5
tt0079640	g8
tt0079709	g8
tt0079714	g11
tt0079714	g15
tt0079817	g1
tt0079817	g8
tt0079944	g13
tt0079944	g15
tt0079945	g1
tt0079945	g2
tt0079945	g15
tt0080179	g1
tt0080179	g5
tt0080310	g8
tt0080310	g17
tt0080339	g5
tt0080354	g1
tt0080354	g11
tt0080354	g15
tt0080365	g8
tt0080388	g6
tt0080388	g8
tt0080388	g14
tt0080391	g5
tt0080391	g11
tt0080453	g2
tt0080453	g8
tt0080453	g14
tt0080455	g1
tt0080455	g5
tt0080455	g12
tt0080472	g2
tt0080472	g8
tt0080472	g14
tt0080487	g5
tt0080491	g8
tt0080678	g8
tt0080684	g1
tt0080684	g2
tt0080684	g8
tt0080684	g15
tt0080684	g17
tt0080714	g5
tt0080731	g5
tt0080749	g11
tt0080761	g11
tt0080801	g5
tt0080861	g2
tt0080861	g4
tt0080861	g5
tt0080881	g5
tt0080913	g8
tt0080923	g11
tt0080979	g8
tt0080979	g17
tt0081150	g8
tt0081207	g8
tt0081283	g8
tt0081318	g11
tt0081353	g2
tt0081353	g5
tt0081353	g12
tt0081375	g5
tt0081383	g11
tt0081398	g8
tt0081400	g8
tt0081400	g16
tt0081470	g1
tt0081470	g17
tt0081505	g11
tt0081534	g8
tt0081534	g14
tt0081554	g5
tt0081554	g8
tt0081573	g1
tt0081573	g2
tt0081573	g15
tt0081633	g2
tt0081633	g9
tt0081633	g15
tt0081748	g5
tt0081759	g8
tt0082009	g3
tt0082009	g12
tt0082010	g11
tt0082031	g5
tt0082031	g14
tt0082083	g1
tt0082083	g11
tt0082089	g6
tt0082089	g16
tt0082096	g1
tt0082096	g8
tt0082096	g17
tt0082121	g5
tt0082158	g8
tt0082172	g8
tt0082198	g1
tt0082198	g2
tt0082199	g1
tt0082199	g2
tt0082199	g4
tt0082199	g5
tt0082206	g6
tt0082220	g8
tt0082220	g16
tt0082250	g1
tt0082250	g8
tt0082252	g7
tt0082263	g5
tt0082269	g1
tt0082269	g8
tt0082269	g13
tt0082269	g14
tt0082269	g16
tt0082340	g1
tt0082340	g2
tt0082340	g15
tt0082340	g16
tt0082348	g1
tt0082348	g8
tt0082348	g9
tt0082348	g14
tt0082377	g11
tt0082398	g1
tt0082406	g3
tt0082406	g4
tt0082418	g11
tt0082427	g11
tt0082474	g4
tt0082474	g5
tt0082484	g2
tt0082495	g11
tt0082509	g1
tt0082509	g2
tt0082509	g3
tt0082509	g11
tt0082509	g15
tt0082511	g11
tt0082517	g5
tt0082533	g11
tt0082622	g1
tt0082622	g2
tt0082622	g8
tt0082694	g1
tt0082694	g15
tt0082736	g8
tt0082736	g17
tt0082766	g8
tt0082817	g1
tt0082817	g8
tt0082846	g8
tt0082933	g8
tt0082933	g11
tt0082934	g6
tt0082934	g16
tt0082945	g8
tt0082971	g1
tt0082971	g2
tt0082979	g8
tt0083131	g5
tt0083254	g5
tt0083530	g5
tt0083550	g11
tt0083587	g5
tt0083658	g10
tt0083658	g15
tt0083722	g11
tt0083767	g11
tt0083791	g4
tt0083791	g9
tt0083791	g15
tt0083798	g5
tt0083798	g6
tt0083798	g16
tt0083833	g5
tt0083833	g8
tt0083851	g8
tt0083866	g4
tt0083866	g8
tt0083866	g9
tt0083866	g15
tt0083911	g8
tt0083922	g8
tt0083929	g5
tt0083944	g1
tt0083946	g2
tt0083946	g8
tt0083967	g8
tt0083972	g11
tt0083987	g8
tt0084021	g5
tt0084021	g12
tt0084021	g14
tt0084116	g8
tt0084156	g5
tt0084156	g7
tt0084315	g3
tt0084315	g15
tt0084357	g11
tt0084370	g5
tt0084390	g8
tt0084395	g5
tt0084412	g5
tt0084472	g11
tt0084472	g15
tt0084485	g8
tt0084503	g8
tt0084503	g12
tt0084503	g17
tt0084516	g11
tt0084516	g16
tt0084522	g5
tt0084589	g8
tt0084602	g1
tt0084602	g8
tt0084649	g3
